epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,2003.48,0.58726,0.35997,0.93615,0.87696,0.86109,0.89992,0.65817,1.09026,0.68424,1.24754,0.000406,0.000406,0.000406
182,2014.54,0.59233,0.36194,0.94025,0.84893,0.86049,0.8887,0.65249,1.09755,0.70954,1.25781,0.0004027,0.0004027,0.0004027
183,2025.58,0.58602,0.35481,0.93612,0.87658,0.83731,0.89502,0.65358,1.1133,0.72507,1.27426,0.0003994,0.0003994,0.0003994
184,2036.64,0.58343,0.35237,0.93743,0.8729,0.86622,0.89686,0.65925,1.10149,0.69727,1.26213,0.0003961,0.0003961,0.0003961
185,2047.69,0.57266,0.34841,0.93995,0.83808,0.87637,0.89656,0.66568,1.09277,0.68256,1.25435,0.0003928,0.0003928,0.0003928
186,2058.74,0.57708,0.34824,0.9306,0.87492,0.86418,0.89934,0.66472,1.08336,0.69018,1.25495,0.0003895,0.0003895,0.0003895
187,2069.81,0.57405,0.34665,0.93622,0.88595,0.87155,0.8996,0.66181,1.10517,0.68283,1.28502,0.0003862,0.0003862,0.0003862
188,2080.84,0.57582,0.34623,0.93845,0.86599,0.87227,0.887,0.65847,1.08232,0.68483,1.27012,0.0003829,0.0003829,0.0003829
189,2091.87,0.5777,0.34549,0.94033,0.86526,0.85974,0.88916,0.65593,1.1019,0.71272,1.29901,0.0003796,0.0003796,0.0003796
190,2102.92,0.57483,0.34551,0.93312,0.91579,0.83761,0.90306,0.66771,1.09088,0.70244,1.27741,0.0003763,0.0003763,0.0003763
191,2113.98,0.57076,0.34227,0.937,0.8619,0.86514,0.89621,0.66039,1.08339,0.7042,1.26093,0.000373,0.000373,0.000373
192,2125.05,0.56197,0.33786,0.92591,0.86678,0.8609,0.89775,0.66328,1.09344,0.69387,1.2784,0.0003697,0.0003697,0.0003697
193,2136.08,0.56362,0.34275,0.91974,0.84462,0.89008,0.89554,0.66838,1.08991,0.67023,1.25627,0.0003664,0.0003664,0.0003664
194,2147.14,0.56967,0.34394,0.93025,0.87682,0.85834,0.89517,0.65833,1.09797,0.68065,1.27405,0.0003631,0.0003631,0.0003631
195,2158.19,0.56464,0.34016,0.92565,0.89209,0.85813,0.89909,0.66728,1.08985,0.66514,1.27787,0.0003598,0.0003598,0.0003598
196,2169.24,0.5674,0.34505,0.93113,0.8774,0.86184,0.89917,0.67682,1.08528,0.68735,1.26883,0.0003565,0.0003565,0.0003565
197,2180.33,0.54462,0.32847,0.92083,0.88454,0.86363,0.89956,0.67416,1.09188,0.68229,1.27319,0.0003532,0.0003532,0.0003532
198,2191.38,0.54781,0.33478,0.92152,0.87868,0.86769,0.90473,0.67899,1.08491,0.68935,1.26442,0.0003499,0.0003499,0.0003499
199,2202.49,0.54667,0.33992,0.92041,0.87276,0.86274,0.90325,0.67357,1.10507,0.6848,1.28753,0.0003466,0.0003466,0.0003466
200,2213.54,0.55693,0.33793,0.91767,0.83175,0.87645,0.89553,0.66818,1.09479,0.70299,1.27898,0.0003433,0.0003433,0.0003433
201,2224.58,0.56052,0.34392,0.92671,0.88921,0.8483,0.90366,0.67737,1.08401,0.68296,1.26738,0.00034,0.00034,0.00034
202,2235.62,0.55943,0.33941,0.9236,0.86289,0.8691,0.90148,0.67379,1.08142,0.67937,1.2772,0.0003367,0.0003367,0.0003367
203,2246.68,0.55088,0.33533,0.9207,0.87229,0.88143,0.90391,0.67212,1.08885,0.67005,1.27186,0.0003334,0.0003334,0.0003334
204,2257.72,0.54848,0.33155,0.92217,0.88964,0.85739,0.90422,0.67463,1.09376,0.66725,1.26705,0.0003301,0.0003301,0.0003301
205,2268.73,0.54305,0.33125,0.92028,0.8704,0.86655,0.89214,0.67323,1.08935,0.68776,1.26363,0.0003268,0.0003268,0.0003268
206,2279.77,0.54481,0.33105,0.93109,0.8747,0.87295,0.90355,0.67654,1.08547,0.67499,1.26731,0.0003235,0.0003235,0.0003235
207,2290.8,0.54238,0.33206,0.92223,0.89489,0.84763,0.90027,0.66976,1.07993,0.66335,1.26638,0.0003202,0.0003202,0.0003202
208,2301.86,0.5319,0.3306,0.91424,0.84347,0.88593,0.90175,0.66109,1.0956,0.67718,1.29041,0.0003169,0.0003169,0.0003169
209,2312.93,0.53903,0.33193,0.92261,0.85676,0.86515,0.89772,0.66704,1.09778,0.69527,1.27575,0.0003136,0.0003136,0.0003136
210,2323.98,0.53037,0.3234,0.91901,0.85041,0.86266,0.89492,0.6712,1.08659,0.67858,1.26703,0.0003103,0.0003103,0.0003103
211,2335.02,0.53026,0.3213,0.91315,0.87993,0.84406,0.89672,0.66947,1.07783,0.65666,1.26393,0.000307,0.000307,0.000307
212,2346.07,0.52042,0.32269,0.91434,0.8699,0.86847,0.90579,0.6822,1.08527,0.66597,1.27134,0.0003037,0.0003037,0.0003037
213,2357.15,0.52869,0.32856,0.91811,0.86152,0.8807,0.89883,0.67413,1.08917,0.68501,1.28001,0.0003004,0.0003004,0.0003004
214,2368.21,0.53627,0.32891,0.91661,0.88657,0.8633,0.89735,0.66773,1.08113,0.68344,1.28571,0.0002971,0.0002971,0.0002971
215,2379.26,0.53082,0.32068,0.90662,0.88234,0.86509,0.90458,0.67787,1.07842,0.66539,1.2812,0.0002938,0.0002938,0.0002938
216,2390.3,0.53475,0.3271,0.91572,0.88839,0.85694,0.90283,0.68078,1.0803,0.67547,1.27152,0.0002905,0.0002905,0.0002905
217,2401.37,0.52151,0.32187,0.90834,0.89385,0.84694,0.90065,0.67628,1.07186,0.66683,1.26425,0.0002872,0.0002872,0.0002872
218,2412.4,0.52147,0.32084,0.90306,0.88969,0.85744,0.90699,0.68322,1.07392,0.66149,1.27523,0.0002839,0.0002839,0.0002839
219,2423.48,0.51565,0.3196,0.91267,0.86951,0.87072,0.90243,0.68253,1.07129,0.66796,1.2668,0.0002806,0.0002806,0.0002806
220,2434.97,0.51905,0.31756,0.90446,0.8834,0.86529,0.90044,0.67705,1.0761,0.67138,1.27246,0.0002773,0.0002773,0.0002773
221,2446.01,0.52509,0.31859,0.9096,0.87859,0.86274,0.90193,0.67786,1.07955,0.67861,1.28002,0.000274,0.000274,0.000274
222,2457.04,0.51275,0.31774,0.90659,0.88418,0.85573,0.90306,0.67439,1.09452,0.68608,1.29347,0.0002707,0.0002707,0.0002707
223,2468.09,0.51717,0.31878,0.91188,0.89825,0.86618,0.90284,0.67846,1.08374,0.67527,1.27165,0.0002674,0.0002674,0.0002674
224,2479.13,0.51125,0.31801,0.91252,0.87799,0.85674,0.90387,0.67846,1.08928,0.67455,1.28626,0.0002641,0.0002641,0.0002641
225,2490.2,0.51548,0.30988,0.90379,0.87466,0.87037,0.89847,0.67387,1.07708,0.67651,1.27707,0.0002608,0.0002608,0.0002608
226,2501.27,0.50883,0.30948,0.90205,0.88432,0.85388,0.89458,0.6717,1.08741,0.69252,1.27314,0.0002575,0.0002575,0.0002575
227,2512.33,0.49954,0.3102,0.91061,0.85932,0.88092,0.8945,0.67095,1.09074,0.68943,1.28596,0.0002542,0.0002542,0.0002542
228,2523.37,0.51082,0.31234,0.9072,0.87835,0.86639,0.90022,0.67173,1.08925,0.68434,1.28707,0.0002509,0.0002509,0.0002509
229,2534.42,0.50675,0.30901,0.9047,0.89007,0.85867,0.902,0.67295,1.08287,0.67473,1.27893,0.0002476,0.0002476,0.0002476
230,2545.47,0.50234,0.31273,0.90076,0.87007,0.8686,0.90407,0.67407,1.0895,0.68611,1.28425,0.0002443,0.0002443,0.0002443
231,2556.51,0.49464,0.30735,0.90848,0.86542,0.88283,0.90604,0.67547,1.09124,0.68092,1.28153,0.000241,0.000241,0.000241
232,2567.56,0.51058,0.31114,0.90511,0.87922,0.87456,0.90771,0.68032,1.09445,0.67326,1.30008,0.0002377,0.0002377,0.0002377
233,2578.62,0.50173,0.30596,0.90473,0.87461,0.86265,0.90455,0.67573,1.08849,0.68145,1.29516,0.0002344,0.0002344,0.0002344
234,2589.65,0.49989,0.31039,0.90678,0.88549,0.83655,0.9023,0.67706,1.08932,0.68698,1.29876,0.0002311,0.0002311,0.0002311
235,2600.7,0.50637,0.31306,0.91182,0.84017,0.86721,0.89753,0.67918,1.09262,0.69935,1.30171,0.0002278,0.0002278,0.0002278
236,2611.75,0.49741,0.30777,0.90111,0.88449,0.85692,0.90122,0.67627,1.09204,0.68702,1.30275,0.0002245,0.0002245,0.0002245
237,2622.81,0.49521,0.31045,0.90684,0.85907,0.85771,0.90085,0.67618,1.08868,0.68364,1.29747,0.0002212,0.0002212,0.0002212
238,2633.86,0.49549,0.30548,0.9046,0.88184,0.858,0.90159,0.679,1.09979,0.6961,1.30608,0.0002179,0.0002179,0.0002179
239,2644.89,0.48716,0.2987,0.9052,0.85779,0.87183,0.90072,0.68101,1.08746,0.7032,1.30008,0.0002146,0.0002146,0.0002146
240,2655.94,0.48217,0.29561,0.89732,0.8532,0.87221,0.90116,0.68258,1.08547,0.70379,1.29141,0.0002113,0.0002113,0.0002113
241,2666.99,0.48492,0.29833,0.89667,0.87923,0.85677,0.90089,0.67948,1.09184,0.69319,1.30495,0.000208,0.000208,0.000208
242,2678.05,0.48365,0.30201,0.89816,0.86207,0.87512,0.90299,0.68595,1.07822,0.68301,1.29326,0.0002047,0.0002047,0.0002047
243,2689.13,0.47774,0.29477,0.89728,0.8845,0.85831,0.90489,0.68671,1.07712,0.67665,1.29627,0.0002014,0.0002014,0.0002014
244,2700.21,0.47674,0.29379,0.89931,0.86603,0.86329,0.90657,0.68404,1.09063,0.69006,1.29242,0.0001981,0.0001981,0.0001981
245,2711.24,0.48004,0.29676,0.90122,0.85554,0.87276,0.90343,0.68359,1.08279,0.68922,1.29063,0.0001948,0.0001948,0.0001948
246,2722.29,0.48214,0.2976,0.89939,0.87379,0.86938,0.90393,0.68149,1.08454,0.67273,1.29907,0.0001915,0.0001915,0.0001915
247,2733.34,0.47675,0.29788,0.89078,0.87054,0.86588,0.89635,0.67374,1.08819,0.67318,1.30785,0.0001882,0.0001882,0.0001882
248,2744.39,0.46542,0.29164,0.8945,0.87042,0.86353,0.89667,0.67352,1.08371,0.68004,1.30518,0.0001849,0.0001849,0.0001849
249,2755.44,0.46963,0.29496,0.89523,0.86674,0.86451,0.90201,0.67821,1.08555,0.67819,1.30124,0.0001816,0.0001816,0.0001816
250,2766.49,0.47194,0.29295,0.89179,0.86498,0.86507,0.90052,0.67851,1.07654,0.68005,1.29682,0.0001783,0.0001783,0.0001783
251,2777.53,0.46962,0.29239,0.89686,0.88417,0.84956,0.90444,0.68326,1.07902,0.68263,1.3036,0.000175,0.000175,0.000175
252,2788.59,0.4655,0.29009,0.89166,0.88276,0.85265,0.90268,0.67594,1.08619,0.69118,1.30929,0.0001717,0.0001717,0.0001717
253,2799.65,0.47045,0.28843,0.89038,0.90405,0.83675,0.90236,0.67238,1.09798,0.6939,1.31639,0.0001684,0.0001684,0.0001684
254,2810.75,0.47054,0.29015,0.89364,0.86967,0.85686,0.89886,0.67344,1.08484,0.68097,1.3082,0.0001651,0.0001651,0.0001651
255,2821.79,0.46971,0.29413,0.89155,0.86048,0.873,0.89907,0.67125,1.08563,0.6833,1.31072,0.0001618,0.0001618,0.0001618
256,2832.84,0.46527,0.28861,0.89914,0.88528,0.85775,0.90281,0.67371,1.09259,0.6754,1.31904,0.0001585,0.0001585,0.0001585
257,2843.88,0.46524,0.28755,0.88982,0.87386,0.86258,0.90082,0.67472,1.09727,0.688,1.32075,0.0001552,0.0001552,0.0001552
258,2854.92,0.45757,0.28697,0.88572,0.86711,0.86914,0.9026,0.67706,1.08786,0.68297,1.30893,0.0001519,0.0001519,0.0001519
259,2865.96,0.46554,0.29133,0.8912,0.87146,0.8558,0.90259,0.68102,1.08304,0.68788,1.29726,0.0001486,0.0001486,0.0001486
260,2877.01,0.46783,0.29253,0.888,0.85787,0.86772,0.90103,0.67948,1.0758,0.6906,1.28893,0.0001453,0.0001453,0.0001453
261,2888.05,0.45281,0.28393,0.89001,0.8559,0.85935,0.90108,0.67448,1.0724,0.69883,1.28247,0.000142,0.000142,0.000142
262,2899.1,0.45552,0.28468,0.8895,0.87451,0.83957,0.89957,0.67425,1.07595,0.69411,1.29376,0.0001387,0.0001387,0.0001387
263,2910.15,0.45279,0.28413,0.88983,0.87527,0.85113,0.89731,0.67516,1.07653,0.69258,1.2998,0.0001354,0.0001354,0.0001354
264,2921.2,0.4501,0.28262,0.88573,0.8788,0.84066,0.90044,0.678,1.07183,0.68556,1.29291,0.0001321,0.0001321,0.0001321
265,2932.24,0.45223,0.2798,0.88206,0.87418,0.85247,0.89933,0.67926,1.07064,0.68577,1.28438,0.0001288,0.0001288,0.0001288
266,2943.27,0.45731,0.2873,0.88901,0.85447,0.86792,0.90042,0.67989,1.07657,0.69899,1.29527,0.0001255,0.0001255,0.0001255
267,2954.32,0.44897,0.28166,0.88592,0.85129,0.8702,0.89914,0.6745,1.07587,0.68897,1.28887,0.0001222,0.0001222,0.0001222
268,2965.37,0.44958,0.27816,0.88471,0.86305,0.85244,0.89775,0.67441,1.0767,0.69068,1.28539,0.0001189,0.0001189,0.0001189
269,2976.41,0.45256,0.28205,0.88619,0.85957,0.86422,0.89834,0.67458,1.0824,0.69217,1.30824,0.0001156,0.0001156,0.0001156
270,2987.49,0.44666,0.27649,0.88764,0.86002,0.87048,0.89894,0.67498,1.08243,0.69144,1.30968,0.0001123,0.0001123,0.0001123
271,2998.52,0.44832,0.27996,0.88733,0.87377,0.85168,0.89761,0.67657,1.08232,0.69027,1.30422,0.000109,0.000109,0.000109
272,3009.57,0.44799,0.27849,0.88631,0.87948,0.84457,0.89875,0.67755,1.08275,0.68808,1.30584,0.0001057,0.0001057,0.0001057
273,3020.62,0.44398,0.27603,0.88369,0.88636,0.83956,0.89639,0.6729,1.08236,0.68626,1.30781,0.0001024,0.0001024,0.0001024
274,3031.65,0.44255,0.27405,0.88324,0.88644,0.8412,0.90109,0.67587,1.08392,0.6844,1.31531,9.91e-05,9.91e-05,9.91e-05
275,3043.14,0.44237,0.27666,0.88266,0.88216,0.85529,0.90141,0.67506,1.08124,0.67607,1.30583,9.58e-05,9.58e-05,9.58e-05
276,3054.19,0.44091,0.27787,0.88322,0.87408,0.85245,0.89939,0.67566,1.08267,0.67503,1.3066,9.25e-05,9.25e-05,9.25e-05
277,3065.22,0.43308,0.27508,0.88407,0.88277,0.85042,0.89886,0.67463,1.07814,0.67598,1.30866,8.92e-05,8.92e-05,8.92e-05
278,3076.26,0.43206,0.2724,0.88212,0.87741,0.85114,0.89893,0.67538,1.07608,0.68068,1.30828,8.59e-05,8.59e-05,8.59e-05
279,3087.32,0.43809,0.27526,0.87938,0.88433,0.85102,0.89981,0.67589,1.08211,0.68362,1.31345,8.26e-05,8.26e-05,8.26e-05
280,3098.37,0.43758,0.27917,0.89116,0.88779,0.85102,0.90112,0.67771,1.08592,0.69104,1.31411,7.93e-05,7.93e-05,7.93e-05
281,3109.43,0.43448,0.27164,0.87811,0.88422,0.86254,0.90029,0.67821,1.08063,0.69236,1.31112,7.6e-05,7.6e-05,7.6e-05
282,3120.47,0.42379,0.26973,0.87801,0.87102,0.86216,0.89989,0.67768,1.07776,0.67959,1.3104,7.27e-05,7.27e-05,7.27e-05
283,3131.53,0.43409,0.27106,0.88469,0.87267,0.8587,0.90065,0.67846,1.07732,0.67936,1.30674,6.94e-05,6.94e-05,6.94e-05
284,3142.61,0.43849,0.2754,0.88542,0.87979,0.85647,0.9002,0.6798,1.07858,0.67699,1.3088,6.61e-05,6.61e-05,6.61e-05
285,3153.65,0.4319,0.27161,0.88084,0.88824,0.85588,0.90079,0.68095,1.0776,0.67805,1.30769,6.28e-05,6.28e-05,6.28e-05
286,3164.72,0.41836,0.26027,0.87745,0.8656,0.86482,0.90035,0.68191,1.07687,0.67851,1.30823,5.95e-05,5.95e-05,5.95e-05
287,3175.78,0.42173,0.26412,0.87631,0.88758,0.85527,0.90016,0.67928,1.08054,0.68698,1.31051,5.62e-05,5.62e-05,5.62e-05
288,3186.85,0.43104,0.27228,0.8802,0.89169,0.85415,0.90019,0.67615,1.08133,0.69008,1.31258,5.29e-05,5.29e-05,5.29e-05
289,3197.88,0.42552,0.27217,0.88023,0.8889,0.85206,0.9019,0.68165,1.08222,0.6884,1.31156,4.96e-05,4.96e-05,4.96e-05
290,3208.95,0.42234,0.27094,0.87997,0.87546,0.86232,0.90202,0.68025,1.08068,0.68843,1.30971,4.63e-05,4.63e-05,4.63e-05
291,3220.5,0.36907,0.21178,0.82467,0.88058,0.86087,0.90056,0.68002,1.07876,0.68325,1.30722,4.3e-05,4.3e-05,4.3e-05
292,3231.51,0.36072,0.20786,0.81972,0.87201,0.86751,0.90267,0.67993,1.08044,0.68081,1.31296,3.97e-05,3.97e-05,3.97e-05
293,3242.53,0.35256,0.20491,0.82263,0.87076,0.87085,0.90171,0.68142,1.07913,0.68295,1.31233,3.64e-05,3.64e-05,3.64e-05
294,3253.52,0.36068,0.20775,0.82502,0.86973,0.87523,0.90258,0.68352,1.08002,0.68354,1.30965,3.31e-05,3.31e-05,3.31e-05
295,3264.5,0.35482,0.20417,0.82127,0.87018,0.87532,0.9027,0.68458,1.07938,0.68415,1.30431,2.98e-05,2.98e-05,2.98e-05
296,3275.52,0.35254,0.20505,0.81712,0.87402,0.87308,0.90447,0.68668,1.07799,0.68224,1.30336,2.65e-05,2.65e-05,2.65e-05
297,3286.5,0.34526,0.20327,0.81795,0.87627,0.87101,0.90476,0.68488,1.07962,0.68006,1.3066,2.32e-05,2.32e-05,2.32e-05
298,3297.51,0.35032,0.20147,0.81793,0.8762,0.8691,0.90482,0.68475,1.07894,0.68356,1.30876,1.99e-05,1.99e-05,1.99e-05
299,3308.5,0.349,0.20126,0.8186,0.87588,0.87111,0.90489,0.68559,1.07901,0.6837,1.31123,1.66e-05,1.66e-05,1.66e-05
300,3319.49,0.34447,0.20033,0.81609,0.87301,0.87049,0.90517,0.68723,1.07813,0.68212,1.31253,1.33e-05,1.33e-05,1.33e-05
